date,close,volume,marketCap
2019-02-24,2.7515859138045364,9264.589771779874,0.0
2019-02-25,3.0023968122350664,528.4218389533717,0.0
2019-02-26,3.740964101386213,10766.49468378952,0.0
2019-02-27,3.99231201231624,13527.310483811609,0.0
2019-02-28,3.5284050911536697,3560.4077253304335,0.0
2019-03-01,2.8001866902790216,5925.559060900146,0.0
2019-03-02,3.2982892776070383,13746.972863031151,0.0
2019-03-03,3.9013606463714656,221.40221668158065,0.0
2019-03-04,3.8550297936665885,230.415130767452,0.0
2019-03-05,5.179266239045418,12827.385108919007,0.0
2019-03-06,3.5493629156372712,6530.543815739328,0.0
2019-03-07,4.9735687461423295,21.73449542064198,0.0
2019-03-08,5.302412551328505,14204.898104381498,0.0
2019-03-09,5.912536260783835,5525.738138603357,0.0
2019-03-10,5.467036830588757,11725.973946088296,0.0
2019-03-11,5.993913179929315,1140.701617272348,0.0
2019-03-12,6.003677898661887,18.911585380784945,0.0
2019-03-13,4.700521731172642,3188.128864167844,0.0
2019-03-14,3.897236025165531,2785.00383594354,0.0
2019-03-15,6.416644496392602,7198017.12935122,0.0
2019-03-16,6.233417073176541,5635309.571785533,1472326624.4451358
2019-03-17,5.4641441289707995,3032152.398123408,1290271156.3108008
2019-03-18,3.8726341244990357,2208926.5407642093,914757269.9807022
2019-03-19,4.306728600867673,2435551.4130299087,1017317601.7115281
2019-03-20,4.285857984374575,3499648.5165091096,1012176445.0467892
2019-03-21,4.223250249484494,3928709.515028898,997527313.0315177
2019-03-22,3.5674262640658685,3753075.1256889,842664088.0098503
2019-03-23,3.4420914707776977,4100044.8279158724,813018422.5935222
2019-03-24,3.3400262733715294,3601266.2199359476,794504714.7712306
2019-03-25,3.119899306940364,2518819.043978609,736923159.9891775
2019-03-26,3.640200463210046,4686154.967144376,859970351.5225581
2019-03-27,3.63973450393198,6735062.703609921,859728697.5702647
2019-03-28,3.655400562604803,7250493.636829608,866975802.8442843
2019-03-29,3.422499942811173,6061670.145991397,808383237.493588
2019-03-30,3.443497091855137,4312592.349323003,813316151.2976321
2019-03-31,3.401414524946267,3616979.151250541,803410570.3279575
2019-04-01,3.5744414511343954,4247323.605826318,846799100.0780848
2019-04-02,3.527284143170972,3919114.4722926877,838417735.1704301
2019-04-03,3.7242470550065634,5604353.979955899,880049098.6794839
2019-04-04,3.663364267001989,5193406.0689340085,872476480.3588849
2019-04-05,3.7259407983477235,5535656.914960174,880467013.7714913
2019-04-06,3.537351393919182,4297699.109229994,833427685.694844
2019-04-07,4.563790001710099,5266494.96061477,1078639795.3159597
2019-04-08,4.68956513412684,4503594.220224052,1105109183.794503
2019-04-09,3.2283054265751767,1643079.1554956757,761786556.962683
2019-04-10,5.371819770029897,1460936.180073629,1279388390.8590033
2019-04-11,3.765090517940344,4847500.923415383,889920236.9815713
2019-04-12,3.559131312565026,5596573.869200119,841100220.7344621
2019-04-13,4.372678317153426,509322375.70132583,1032891344.9792871
2019-04-14,4.285000910009362,4438586.411726258,1011839745.3786193
2019-04-15,4.4421324201004015,4542591.727653425,1044309576.038277
2019-04-16,4.270722843466171,4432822.30771066,1010619546.3541449
2019-04-17,4.401791538363578,6704484.130559721,1049353168.7966118
2019-04-18,4.335618154271742,5004567.918122884,1024196084.9492502
2019-04-19,4.356914479916188,3948980.020709342,1028783184.5638717
2019-04-20,4.878754910070025,6148391.599357556,1152069146.8875144
2019-04-21,5.410868289829498,4303794.683957609,1277917336.5785453
2019-04-22,5.2201619811027244,4503286.924882065,1232996826.3742604
2019-04-23,4.31496275266641,14843442.723939857,1025570862.6105263
2019-04-24,4.085294112693688,54375744.67587375,966067577.8315969
2019-04-25,3.639769058250696,52916327.59814772,865542064.571966
2019-04-26,3.3079683876376325,38047434.86406235,782672080.7256955
2019-04-27,3.6915938580489422,34144870.95378929,869768661.3588303
2019-04-28,3.4398958383830625,25610960.316252157,816043309.2857027
2019-04-29,4.4123677135050725,87601496.74841303,1043926396.2850736
2019-04-30,3.713481608937613,78367793.1867986,883823251.0599166
2019-05-01,3.9082387214696155,53721369.01613162,929465480.449464
2019-05-02,4.370483942075347,88733627.80816801,1039307332.1762245
2019-05-03,4.5367984276933635,70089563.53871723,1078541197.5552518
2019-05-04,5.272389116184585,163023271.84696242,1254577786.9170454
2019-05-05,5.2344903928024955,151490331.86623943,1246906897.2611127
2019-05-06,4.845210798142988,68279310.74745756,1154754124.6220956
2019-05-07,4.728409522125743,57941291.87215019,1126505390.8459737
2019-05-08,4.620899042646727,60313729.90586265,1106666542.0988395
2019-05-09,4.353026395766152,59602581.358196944,1036759448.5761645
2019-05-10,3.8895538220050003,70713721.85267979,929140013.4675716
2019-05-11,3.8330995217110426,55655191.342396386,915120388.4223504
2019-05-12,4.096789329932594,72407374.20218433,970754458.610573
2019-05-13,3.798988220894689,48771540.70586631,903560248.0281584
2019-05-14,3.928745372499196,64196053.661983386,937133064.4118882
2019-05-15,4.00061471822549,65087219.06048546,955000296.9345831
2019-05-16,4.5457468456025625,68932195.39406478,1081578748.7783048
2019-05-17,4.276578291292598,75207448.57738052,1020530336.4978063
2019-05-18,4.415701096586383,103523916.49723907,1049499626.5821162
2019-05-19,4.756773016090144,67816828.86852692,1139734601.3849974
2019-05-20,4.880739269437048,74701560.6073049,1167632365.9810317
2019-05-21,4.73712942616022,63305901.50585048,1134307982.6106646
2019-05-22,4.7455777688789125,56337149.74347439,1133649652.429121
2019-05-23,4.337075775233234,47340333.14387765,1037003747.1256449
2019-05-24,4.328112239351113,86576348.76321535,1032650729.8384689
2019-05-25,4.488255092365846,143101651.59650552,1073540860.3226427
2019-05-26,4.393736875602293,37074600.20974797,1049743560.8700153
2019-05-27,4.502143276628875,43569587.3113311,1079110733.4688156
2019-05-28,4.68948131365474,146379471.06700486,1121472324.8139734
2019-05-29,4.780288251258525,125457018.8237156,1142089689.1861775
2019-05-30,4.6989172283687415,94482360.25260422,1124961749.2339528
2019-05-31,5.903827983572975,322782803.1227,1415685354.6001813
2019-06-01,5.836199382750526,160627942.79961953,1397957412.300526
2019-06-02,5.787452318795735,141421308.0618986,1385123171.874825
2019-06-03,6.378361250882932,104202916.95291944,1523433913.2346172
2019-06-04,6.581428554509484,186355933.75407293,1589767941.515858
2019-06-05,5.87006699364581,149162467.1057417,1404927620.8704772
2019-06-06,6.163465369533785,125440042.41888915,1474290669.479478
2019-06-07,6.047870648445266,148575842.7734319,1449316129.9310029
2019-06-08,6.321290841018009,108332196.85446066,1513861328.3459
2019-06-09,6.129971138988208,103847857.52149588,1472558338.9579608
2019-06-10,5.8402157910069254,131308666.68666226,1399750242.1479483
2019-06-11,6.105444978688931,183942970.16470596,1463121068.8676844
2019-06-12,5.956288252312975,124629380.76617049,1428789566.6428084
2019-06-13,6.1254005551869275,226345147.6829556,1463122291.8002238
2019-06-14,6.257843576186262,111789996.19995472,1499871245.7859123
2019-06-15,6.251328021204362,88919015.44370747,1502265453.1952536
2019-06-16,6.176669318570478,75351632.57928748,1483770338.7590322
2019-06-17,6.743271962396558,100855214.60348976,1615874146.3151727
2019-06-18,7.017552561131561,121944910.86896674,1682915463.0979176
2019-06-19,6.59392403455317,114601668.53280339,1579384427.349031
2019-06-20,6.647730134179798,78176352.37342276,1596272168.5059192
2019-06-21,6.507179111071543,95407451.16435476,1563623991.1791086
2019-06-22,6.561145409542794,110164210.50411612,1572931419.7083166
2019-06-23,6.7333565967979405,238200607.85916713,1619020645.5339537
2019-06-24,6.827506440054004,155466716.74311626,1645496603.2717483
2019-06-25,6.659033787765273,125446956.6899604,1599147267.96173
2019-06-26,6.601180486152296,158200284.00473088,1583321627.8919008
2019-06-27,6.386450170566806,158170172.5452041,1538785203.8133025
2019-06-28,5.47136081654836,183054234.19378096,1316619426.8216348
2019-06-29,5.907779975755154,133585393.07002722,1421301891.2445264
2019-06-30,6.095371645282487,127736819.64718086,1463339179.5643473
2019-07-01,5.4614646972056695,117030510.79149522,1313807485.1161137
2019-07-02,5.479767323117834,112708566.06793647,1319056017.8993804
2019-07-03,5.343843287115533,148866133.20254266,1287511344.866317
2019-07-04,5.629593273416958,125582276.15460517,1357530808.7767854
2019-07-05,5.5105545779148155,98826702.39576823,1329364754.3393145
2019-07-06,5.37854782353695,95278930.73503007,1295065910.622823
2019-07-07,5.320921281192338,81223043.79523739,1283973358.1945546
2019-07-08,5.4039789033041865,73177215.49853498,1302992999.9539938
2019-07-09,5.191679795832583,92280322.51659961,1250939199.3306725
2019-07-10,4.997028320308178,141351468.37223867,1205183594.428682
2019-07-11,4.476682040208127,168970108.15824342,1081693067.5550604
2019-07-12,4.361156975782726,245389648.97840044,1052549616.4511163
2019-07-13,4.530441026538903,86012393.36891536,1088839425.3307338
2019-07-14,4.28441321259264,279338689.7617354,1032772197.0986332
2019-07-15,3.8216115214943023,275793040.97948736,923137101.9949268
2019-07-16,4.194461295555575,292128148.70697993,1013114359.3355923
2019-07-17,3.683692666730313,192691759.30260736,889561543.4486119
2019-07-18,3.8237741543828387,225868768.49276233,922914990.2624835
2019-07-19,4.11305614691304,248700436.05632508,1001174376.863973
2019-07-20,3.9279143078918226,194593877.33760643,948194450.214473
2019-07-21,4.077059573327631,210197306.6471872,981912115.860305
2019-07-22,4.21403300277835,214610060.57350156,1019032415.9508725
2019-07-23,3.9991933642431383,158122571.82155192,967532113.7984941
2019-07-24,3.728636196634596,135121430.14614084,899641539.9538156
2019-07-25,3.9008454040304272,177197388.3906223,945373012.8641541
2019-07-26,3.8225146763336566,147060170.86980176,926342281.256688
2019-07-27,3.893059532254195,141302833.11407214,941956376.9273341
2019-07-28,3.62922780972399,136670584.49760735,878597750.2709965
2019-07-29,3.618093912656449,129884746.6238182,882016417.0948541
2019-07-30,3.6057497755486057,141326967.92092416,873574679.5872937
2019-07-31,3.5859759266565074,130945619.46344404,868240629.7331514
2019-08-01,3.6480461056295255,134015678.87026662,882569015.9693321
2019-08-02,3.5322031996591794,85138122.87783284,855823661.5750926
2019-08-03,3.65571092862101,124650963.08391689,885871253.3860943
2019-08-04,3.687398131351825,112481556.67701188,893279093.9779756
2019-08-05,3.5993653851878316,99692692.47258629,872506960.122447
2019-08-06,3.7668940256415455,124641554.44338028,914038672.1248147
2019-08-07,3.566226608737663,137088565.0377982,863738271.8198446
2019-08-08,3.4957478758739566,133644905.03303468,846239182.9424003
2019-08-09,3.270976397550951,130352516.94552042,795149176.2638792
2019-08-10,3.136463981401743,129114834.49247693,760576439.3120589
2019-08-11,3.339630526669811,145801498.83372426,809745891.5076133
2019-08-12,3.524827330139164,130365927.79862607,855149030.7318454
2019-08-13,3.345239912203774,141423759.2033675,817807319.0095735
2019-08-14,3.2506833979865,133253150.10004424,789459442.4440899
2019-08-15,2.85789172846306,101657217.00693686,691628609.4344736
2019-08-16,2.897560133285456,129140940.08402117,703891203.8082992
2019-08-17,2.9382967644140057,138140845.2805828,712011694.2498375
2019-08-18,2.9018226798401177,108422026.2705428,705280518.0721793
2019-08-19,2.966712919733911,113030352.39901419,721486401.0066607
2019-08-20,2.9100492195827594,124830642.01299416,707559903.5603794
2019-08-21,2.878298763008979,128273726.66467158,699978990.7050349
2019-08-22,2.659555549827294,104494543.52371986,646594374.5437907
2019-08-23,2.716844574380358,107075152.54144357,661065428.8120079
2019-08-24,2.6957099444127075,132541441.5855164,655562384.2516005
2019-08-25,2.688582583895372,107686071.52821697,654904823.075935
2019-08-26,2.6186547459180742,103626815.38944523,637596301.0313175
2019-08-27,2.6154168511947855,102794179.71819855,636638606.3636283
2019-08-28,2.576802442875323,97355112.05900832,625470698.3116485
2019-08-29,2.3304452774379145,127670319.58856602,573123729.0604528
2019-08-30,2.1736997584309163,141848057.86052102,530134712.0734966
2019-08-31,2.1640392411236733,98558743.80799943,525863304.1513856
2019-09-01,2.02930195974032,105200395.93031587,494046889.83540833
2019-09-02,2.1272542492182347,113179246.04645458,518432273.2753982
2019-09-03,2.125323322534021,118413345.41680826,521367510.7833261
2019-09-04,2.16122573992104,128662453.42950849,527268483.5428155
2019-09-05,2.0330420346370484,102755416.87425177,495784402.48028386
2019-09-06,1.9459297310923374,111846580.21284318,474700085.64352435
2019-09-07,2.0373246426175515,134240460.22202304,497126522.1898728
2019-09-08,2.178562445314765,147399230.28246593,531653080.63840234
2019-09-09,2.7275370575095477,211417776.60281858,665671679.764023
2019-09-10,2.7369033514860974,236508040.4287936,668836501.6752145
2019-09-11,2.5815509377144563,183720937.9978363,628591978.3871903
2019-09-12,2.565976954386717,147613511.39493927,626615191.5681808
2019-09-13,3.112462391821576,203175267.70706025,760670832.9134762
2019-09-14,3.1669360906511392,193574995.10346356,774275195.5724449
2019-09-15,3.1073288859941752,171274112.73584196,758949999.1333848
2019-09-16,3.4346803357164353,188585335.68741927,839417263.6739081
2019-09-17,3.3091056034978505,177181361.69964933,807393066.5328835
2019-09-18,3.31025080695252,173596340.93737173,809157714.6035535
2019-09-19,3.2910281354902122,164687477.22468624,805071126.5025132
2019-09-20,3.1213473118264066,182555770.63594535,762632160.9852296
2019-09-21,3.1809748782842404,145294458.37108898,775361654.229163
2019-09-22,3.064289480755041,143387597.85573208,749297213.7115813
2019-09-23,2.902197508934738,141777176.1284988,708663588.4205943
2019-09-24,2.5794494016100473,122621429.05450524,633680168.0808675
2019-09-25,2.2503500132131946,188475944.06415296,550956687.1219375
2019-09-26,2.301567712921389,181904538.7873279,563766590.8758713
2019-09-27,2.232889716197372,131432346.12512223,547026812.6033953
2019-09-28,2.259638012160796,115159691.4724944,552933307.1375464
2019-09-29,2.273282854752816,94708198.62589003,553666361.0685115
2019-09-30,2.202639204151483,90615643.28299911,539794962.8627348
2019-10-01,2.633864265209178,128146723.65507899,643637648.7826858
2019-10-02,2.604493680386911,112411941.63187693,639191723.426173
2019-10-03,2.6048573566370763,112655378.1433598,639179601.8605102
2019-10-04,2.5885219242230786,96720396.32504584,635752857.5821489
2019-10-05,2.5678548378628308,95512597.08861773,631552897.2158272
2019-10-06,2.766809749925956,109663326.77212685,677867079.6851624
2019-10-07,2.6378589747442165,106873823.78115432,647320231.9064821
2019-10-08,2.894818319200083,128644928.13821225,709792491.206655
2019-10-09,2.886912308982571,152883226.29177293,708490050.050932
2019-10-10,2.90104437915877,140284376.4130565,712336966.8976479
2019-10-11,2.8993568247407455,181831725.6290153,711853428.4495076
2019-10-12,2.8146990125689957,155123347.6631129,689887939.1243347
2019-10-13,2.8330638369272947,141622002.68017125,696010248.868148
2019-10-14,2.866815835566077,149549016.1327996,704502276.1328707
2019-10-15,3.0999730163356434,175037171.70111793,762921136.7018214
2019-10-16,2.9373015594068552,165962029.25544414,722041626.1058837
2019-10-17,2.8441546681865906,150064654.53024343,696919265.4511199
2019-10-18,2.9071014686034076,135907528.53949544,715348142.818814
2019-10-19,2.74525899644822,140761942.23773086,674258267.0816431
2019-10-20,2.7482945567205865,125298006.73672171,675827719.7460624
2019-10-21,2.9013475755119895,127117880.31544034,712973871.0665789
2019-10-22,2.979315703848514,140866801.2374995,733036223.3470833
2019-10-23,2.867469668394177,139375639.68287367,706040956.6865282
2019-10-24,2.6785358407516378,153686243.1832556,659186675.4614906
2019-10-25,2.828273705866224,125051602.13820525,695611585.7884173
2019-10-26,3.0304421905422165,174019378.29173282,743931148.4346219
2019-10-27,3.07500621558861,247477486.87983125,757300741.393335
2019-10-28,3.1819205101553134,201254537.41481516,783949984.7176753
2019-10-29,3.107040027730501,184867084.5895757,764335501.3623995
2019-10-30,3.1546380060768917,173747691.3289558,776144784.9963509
2019-10-31,3.014715566877315,163271273.38782474,743211234.4216205
2019-11-01,3.2663927522430876,97218297.33436073,806252734.6194432
2019-11-02,3.2797654913760788,150834460.4263342,808823865.3656716
2019-11-03,3.4203680947785418,153893511.95419416,843448604.4044636
2019-11-04,3.38593209230972,141964720.7899636,835453141.6552479
2019-11-05,3.6111663820031397,175748649.09837654,891071932.9975452
2019-11-06,3.765178052741399,187012992.0358089,929173231.1629419
2019-11-07,3.829038880943179,93002615.03629707,947773010.363785
2019-11-08,3.8693218630907533,145583087.65437722,954970012.9978459
2019-11-09,3.805402286561706,165517040.92904735,940930453.9224612
2019-11-10,3.966159455485398,144044408.1594822,979617316.044028
2019-11-11,4.201664584023325,180945718.94188595,1037937839.7031518
2019-11-12,4.3484143610817,194714712.96287665,1074621562.987916
2019-11-13,4.222539982263006,194439677.679571,1041962748.2762625
2019-11-14,3.9867353228574167,141435569.81647128,981656840.660325
2019-11-15,3.9820894203479034,152566886.56330028,981476109.1741663
2019-11-16,3.916712258604049,153896510.9410647,971690106.5637596
2019-11-17,3.9654205193463405,127138360.54209074,980216153.2204583
2019-11-18,3.8970904680887712,123719808.13582544,962341978.4879396
2019-11-19,3.583296312639493,147973761.01135635,880580150.1557474
2019-11-20,3.4871638663701834,140812999.4933322,860362236.7102283
2019-11-21,3.3308797278366282,135947932.42821935,822805456.2360498
2019-11-22,3.1950319865634866,150663522.80991185,790223768.0314765
2019-11-23,2.9429537942149406,165219727.41749835,726530444.7723709
2019-11-24,3.215171351112023,239337672.48688248,792667944.7550988
2019-11-25,3.0874490445484213,240993230.7016835,783665446.0132196
2019-11-26,3.4048966099786324,190637490.26727033,845217697.998072
2019-11-27,3.4773047342768493,165525026.4305724,863984511.7229365
2019-11-28,3.5587454776595666,179719579.4124608,884120394.2199261
2019-11-29,3.672406890882175,147491677.985831,909632627.9714842
2019-11-30,3.999583843250126,163284118.43426904,992460025.5870361
2019-12-01,3.923251444424182,150562296.8852661,969653120.5379301
2019-12-02,3.842392117329628,135257387.5369343,954831664.2720995
2019-12-03,3.6669126108757206,96034890.02887374,912940742.8888277
2019-12-04,3.6350449755564767,110654984.94032024,900826939.5299861
2019-12-05,3.581541915412578,189706538.56058946,889206116.1829084
2019-12-06,3.4995075097158765,181084257.54009253,868070776.6624068
2019-12-07,3.6670867466307495,176367834.13339597,906948092.0465931
2019-12-08,3.772662982817854,198435409.11324537,936556785.9546762
2019-12-09,3.9154624006876757,180149376.86241847,974885684.7293961
2019-12-10,3.673332018758384,212888396.6977626,914473075.2467027
2019-12-11,3.572739870746839,205658549.28020588,890589025.6228076
2019-12-12,3.825635234254408,194223484.73893455,734764702.4895205
2019-12-13,4.110970332085402,232975585.7148431,788614386.7514738
2019-12-14,3.976566195637936,204246859.82498762,762065908.2502145
2019-12-15,4.212020706612258,192319229.51569462,811909491.2442305
2019-12-16,4.5080346452736295,179090618.34430623,865664716.0986155
2019-12-17,4.053614438504695,184456537.08159497,776830960.3796402
2019-12-18,3.6185821278975703,187262552.6967076,690526151.4075421
2019-12-19,4.303298170368838,244483096.20938763,822136067.6517072
2019-12-20,4.253615411651468,146146652.17377096,808026222.7129247
2019-12-21,4.292995897957457,141648087.94764692,820654247.2857878
2019-12-22,4.061631601636547,107120528.56612189,777198676.4146627
2019-12-23,4.267435133583084,109237063.15060058,814056831.5223322
2019-12-24,4.293998364406006,133262417.69435601,823905160.7587386
2019-12-25,4.388650447657177,125682180.40277907,839287699.6120011
2019-12-26,4.253194652778566,101515681.94596536,821230549.2577978
2019-12-27,4.552562277818436,103084075.57470487,865928771.6664505
2019-12-28,4.495390822982798,127076488.05314392,858752381.7945492
2019-12-29,4.402723449321489,116572148.32438117,843042370.8244903
2019-12-30,4.245553676821556,125061558.55409053,810957193.8894083
2019-12-31,4.154936461229097,122908024.02532181,792213723.0406704
2020-01-01,4.219578839577872,104595900.08774304,802500076.3422498
2020-01-02,4.381528163294225,111061787.61398919,836980587.5362209
2020-01-03,4.098819059472855,112922525.44457266,779186180.5459572
2020-01-04,4.227682415562312,140500351.20086908,805601900.0965127
2020-01-05,4.253197325895877,92285809.35421804,809483882.2481306
2020-01-06,4.199192098332791,116379175.21300234,795025155.2981652
2020-01-07,4.099196833372115,113495847.27579641,776049648.4488446
2020-01-08,4.084230654785973,138825162.59176508,772813152.4804995
2020-01-09,3.9943398150340594,130051245.43000945,755260697.8279511
2020-01-10,4.225668193352644,135214139.18669018,790724732.4627723
2020-01-11,4.284214126077123,183809898.32007983,805014087.5483177
2020-01-12,4.260330864814393,137050671.1612739,804135175.1218609
2020-01-13,4.250241306102097,116024160.82308415,801127778.3907889
2020-01-14,4.238315250534893,106760666.04463859,800526114.7223114
2020-01-15,4.509174346995887,218850746.07876223,850291612.6726928
2020-01-16,4.560441672358426,258869305.01483417,859739082.8361377
2020-01-17,5.0709437123300996,310794465.0907088,936909309.4467511
2020-01-18,4.982434714416941,300500897.4974443,947313842.3067756
2020-01-19,4.6138974573923255,204228833.89635646,872956997.2781415
2020-01-20,4.52891646370665,189860926.31875312,858191467.971191
2020-01-21,4.497462006299394,140300179.27359715,852029654.8317266
2020-01-22,4.639352315134957,135240204.9418083,878301154.1294067
2020-01-23,4.644919691741183,130315444.92241816,878179755.0767971
2020-01-24,4.4317731065409625,158732501.73436594,838377586.1429615
2020-01-25,4.473028354987666,164664425.37038562,847175002.0329233
2020-01-26,4.415065837515164,134517488.1019978,835324724.1568238
2020-01-27,4.484176926580714,123113340.99501263,846435603.1405241
2020-01-28,4.504759129149233,181185861.39245138,850957728.5435896
2020-01-29,4.58311610717188,189651008.06168765,866501568.0255158
2020-01-30,4.399239375228653,187822700.12823573,837095024.6656117
2020-01-31,4.407097442750704,194404564.85671636,829561712.7708762
2020-02-01,4.3803093807607025,185193326.62294105,831459347.0880946
2020-02-02,4.370755240926432,146431362.23225224,824139648.3929918
2020-02-03,4.4104539051217815,160309718.25993016,851835924.0150691
2020-02-04,4.270137820755881,160864763.8560674,822606804.975622
2020-02-05,4.216921699574408,184890093.62913868,811726614.4885755
2020-02-06,4.316316553056086,201144513.86710677,828606565.9075363
2020-02-07,4.572763606524898,232464745.11497167,879077520.5329834
2020-02-08,4.818459421614604,245605175.12509984,924070102.601857
2020-02-09,4.647228265574023,209049754.50448036,891071585.8890561
2020-02-10,4.74121959341236,182810148.7630317,903750467.3097299
2020-02-11,4.785769125916166,199310639.19595778,914729701.2076702
2020-02-12,5.1140890089479845,233365361.41946575,979685265.7017753
2020-02-13,5.148892238726548,255288271.03561532,980819278.5435209
2020-02-14,4.901170449354042,277951406.64608085,936696346.0798512
2020-02-15,5.099030326850756,224029949.41646537,973942778.4589574
2020-02-16,4.5822367494548075,247034961.93270993,879524171.7797556
2020-02-17,4.408459983090803,287389567.3838024,844676987.2096071
2020-02-18,4.286006576859225,311937914.9544304,814708214.6492577
2020-02-19,4.426317026807774,256662499.4653738,844249430.3123792
2020-02-20,4.143746040368281,151179790.4460919,795949002.5428106
2020-02-21,4.451675684610327,1731851908.2088213,846930919.8496827
2020-02-22,4.941599396160777,329787646.4582098,939460620.9340111
2020-02-23,4.987181254941107,290394447.4332135,947356717.8146574
2020-02-24,4.8103521510571134,241676410.03705373,915911724.8447849
2020-02-25,4.3818900829557705,263911267.7228257,831599025.2238003
2020-02-26,4.056127769412525,229888058.83932737,764624560.5681208
